,name,categories,text,rating
12,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Good product for child. Who only need to read the books,5
13,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,This Kindle is a convenient size yet lettering is easy to read.,5
14,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I use this every day on my commute. Great battery life, no backlight but very readable with normal lighting. I like the built in dictionary. Email yourself pdf or mobi files for easy transfers.",5
15,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,It does its job but I would buy one which the screen is brighter. There are times that it's difficult to read because screen is not too bright,3
16,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Great product for myself! And I bought it when there was great deal on it!,5
17,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Item work well and was easy to read from in day light,4
18,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Great product and service will refer to a friend. And the sales man r good,5
19,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Everything is great except that i can't read external pdfs properly. Either it zooms too much of too little. For kindle books it provides great experience. Battery life is awesome!,4
20,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I was looking for a kindle whitepaper. I saw online for $80. What a deal. I ordered it on line and picked it up in the store. I got it home and couldn't adjust the brightness. After a lengthy time with online customer service I called customer service. After 20 minuets with speaking to a female Elmer Fud that doesn't speak english well I figured I would just return it. Although it looks Identical to the $120 model, you can not adjust the brightness. That would have been good information before I bought it.",1
21,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,This is a nice bare-bones reading device. Easy to set up and use. My greatest issue is that it isn't back lit so it can't be used w/o a light on in the room. Returning it an purchasing a paperwhite instead.,4
22,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Easy to use and navigate, purchasing books is fast and simple and I love the fact that I can password protect this device",5
23,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,The Amazon Kindle is light weight and easy to use.,4
24,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I love hear readers, I had to replace mine because I destroyed the last, but it is awesome",4
25,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Love the simplicity. Also love that I use it for reading only and can't download distracting apps.,5
26,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,My husband loves this Kindle. He has a muscular disease keeping him from being able to handle anything with much weight at all. This is perfect.,5
27,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I've wanted a kindle for a while and decided to get it when BB put it on sale. I am not disappointed.,5
28,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I have several Kindles so knew what to expect. It is a great reading device and I keep several in different locations.,5
29,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books.",4
30,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,My fiancée really enjoyes it! I would definitely recommend.,4
31,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Simple, great buy for your money if you are an avid reader.",4
32,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I like the changes that have been made since my current 4 year old unit was purchased,4
33,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Fits nicely in your hand and its touchable. increase the size of the fonts,5
34,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Great buy, do a lot of reading and he no glear screen is awesome while in the sun.",4
35,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I lie the size and weight for the kindle-makes it very convenient to take large books with me in digital format.,4
36,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Great price and works great for book reading. Would recommend,5
37,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Got it when it was on sale. Totally fall in love with it. Bring with it me everywhere.,5
38,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I never used kindle before. My wife gifted me on my birthday. This is the amazing product. I am using it for daily reading. The display is fantastic and no strain on eyes.,5
39,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I bought this with paper white and didn’t see much of a difference in terms of resolution and use. I totally recommend this reader as it’s so small and powerful!,5
40,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,The sales people are really nice and knowledgeable to me I will come back again,5
41,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I'm a longtime Kindle user and jumped at the opportunity to bring my granddaughter into the fold with this gift. She loved it!,5
42,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Overall good product, does what is advertised, comfortable to use.",5
43,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"The kindle has come in very handy lately, I always have a book to read and this is great to just grab on the go. Battery life is great, only drawback is no backlight.",5
44,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I am loving my new Kindle! I have wanted one for a while and finally bought one, and even though it was the cheapest one, it has exceeded my expectations. I love how there is no glare.",4
45,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I already has an older version of the Kindle, but this one is even better. I love the touch screen and the ability to scroll without buttons.",5
46,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.",4
47,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Amazon kindle products have always been reliable, consistent quality and this is no different. Very happy with it.",5
48,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,working well and very cheap if we think in the price way,4
49,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"The battery doesn't last as long as was advertised, if you have the money I would recommend the backlit model.",4
50,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"This Kindle doesn't have a lighted screen like the pricier models but it has a higher dpi screen than the lower model. It's exactly what I needed, nothing more, nothing less. I've had no problems with the reader at all so far so I'll give it 5 stars.",5
51,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,The kindle is good to download apps for books catch up with reading,3
52,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"After the first one stopped working after only 3 weeks-best Buy replaced it with no fuss and it's going great. Small, lightweight (so fits in a purse/handbag) and with the anti-glare screen you can read in direct sunlight",4
53,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet.",5
54,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Great item, easy to use,would recommend to anybody want to use!",5
55,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I bought this as a gift to my dad and he loves it. Well worth if you dont plan on reading in dark.,5
56,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,the future of reading you just have this and it is like a whole library,5
57,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I bought this for my daughter, wanting to get her a kindle without having access to games (like with the kindle fire). This latest version of the kindle is excellent. I am jealous of my daughter and now am thinking about upgrading from my older kindle. The touchscreen is responsive. If you like reading on the kindle, it is worth the update.",5
58,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"This is a great way to read books on the go. There's no backlight, so reading in darker rooms may be hard. But it's affordable and portable and a great way to take all your books with you.",5
59,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I love the Kindle, it is a great product. It reduces eye strain so I enjoy reading on it. This is my second Kindle.",5
60,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,i bought this as a backup. I am currently using the same headphone.,4
61,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"We got the Kindle for our daughter who accompanied us to try out the two Kindle models. We were willing to buy either one and we assumed she would want the more expensive one with the backlighting feature. But as she tried both, she gravitated with certainty toward the basic model. ""Why would U want to read in the dark?"" She said. As the weeks and months have gone by, she says she's completely happy with the basic Kindle, it's exactly what she wanted. Perfect.",5
62,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Good, able to read under bright sunlight conditions too",4
63,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Very easy to handle. many books to choose from and very convenient,5
64,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,5
65,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,it is smaller than i thought but it gets the job done.,5
66,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Love my new Kindle! I hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.",5
67,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.",5
68,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Kindle is the perfect E-reader. Easy to use and size is perfect to bring 'book' on the go.,5
69,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Easy to use and it arrived exactly as described. Good beginner device for youngsters who want a device to read from.,4
70,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant.,1
71,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,My fiance really enjoyes it! I would definitely recommend.,4
72,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.",3
73,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"It is still the best device for buying books and reading them. However, go with kindle paperwhite if you read books in dark places.",5
74,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Great product and service and the sales man r really nice.,5
75,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"When you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book.",4
76,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"My wife loves it, replaces a Kindle from like 2003.",5
77,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"It's small, light, and easy to read from. I just wish I would have spent the extra 30 bucks and got the paperwhite. The more i use this one the more I wish I had the option of a backlight. If you're on the fence as I was, go with the paperwhite! However if the backlight is not an issue, this device is great and I would recommend it.",4
78,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes.,3
79,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I love my new Kindle. The size is perfect. It fits right in my purse. Easy to navigate and I love the touch screen. I am able to read outside without a glare. Only flaw is that it is not backlit, so in order to read in the dark I need a book light. I don't mind that so much, I just wish kindle would come out with a case for this Kindle with a built in book light like they did for the first generation Kindle.",4
80,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,2
81,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I bought this for my daughter. It is our 4th Kindle bought within the family. The touchscreen is great and my daughter loves it. In fact, those of us with older model Kindles are jealous.",5
82,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.",3
83,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Exactly what I was looking for size wise and functional.,5
84,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"As always, great job! Very easy to use and it's always with me. Only problem I have is the button on the bottom is touchy, but not really an issue. Keep up the good work",4
85,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I especially like the Amazon has a system to convert pdf to kindle format. Some of the things I read (journal articles) are in pdf format and I can email them to my kindle email and it shows up on my kindle with kindle format (larger text). You can find your kindel email at your account information. Only thing, I would have like a screen little larger.",4
86,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Im happy to have it. Very comfortable and easy to use every where,5
87,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"This is my eighth Kindle. Some others were either lost or screen-damaged. I bought it as a spare. Current model is better looking than earlier versions (white case), sturdier, and has an improved screen. Great price also; wish I'd bought two.",4
88,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,My nephew is going to college next year and we want to give him a gift. Kindle suits it well for him to learn and study.,5
89,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,Excellent lightweight way to take a lot of reading materials along when traveling.,5
90,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I love my Kindle! I'm back to reading so much more often as I always have several books with me at all times! At first it surprised me that this version doesn't have a back light and you need a light to read, but I actually like it now as I don't get the eye strain like I do when using my phone.",4
91,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.",3
92,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,It's a perfect gift for young adult during the holiday session.,5
93,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,"The screen is too dark, and cannot adjust the brightness",2
94,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,I should have purchased a kindle sooner. It's easy to use and I love it!,5
95,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Electronics,This was purchased as a gift and they've absolutely loved it.,5
96,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Great Gift for anyone. Very easy to setup. Coexist with all IOT Devices. Alexa is AWESOME!,5
97,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Super excited to give this as a gift. It's super convenient that Best Buy has Echo products in store instead of having to purchase from Amazon.,5
98,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","We bought this for mother in law, buying another for me.",5
99,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","Well designed, good sound, has everything Alexa has plus the HD video. Always ready with answers with associated video or text if applicable. Can show movie trailers, can also watch Amazon video. Excellent on-demand security video with Amazon compatible cameras. Voice activated message and/or video calls to Amazon Show owners or Alexa App holders. Highly recommended.",5
100,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",I have one Alexa and three Echo dots and having Echo Show now is awesome!,5
101,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Omg I love my amazon show it is sooo cool and does a lot of cool stuff,5
102,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Great looking design. Amazon Echo Show was easy to set up and use.,5
103,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",The product is very entertaining and useful. Would recommend it to anyone.,5
104,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Got it for few weeks but it kind of fades away from your life.,4
105,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",This device is awesome ‘ really lets you get very excited about smart home technology ‘ I’m buying a second one for my upstairs,4
106,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",I purchased this for my daughter and when I tell you she was so happy she hugged the box then me and back to the box!,5
107,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Overall product is excellent. Speakers should have a capability to be used as Bluetooth speakers like the echo.,4
108,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I have the spot, dot and two shows, I started out with the spot and loved it so much I wanted a bigger one. This was a (Best Buy) ! No pun intended lol",5
109,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I was a little hesitant to spend the money to get this but I am so glad I did! Alexa always answers when I say the commands and I have noticed it is probably 95% right with any command that I have given. Love the fact that I can see things on the screen. Some of my news briefings have a picture/video so that's nice too. We also love the video call option. Planning on getting one for my grandma who is not as technologically advanced, and could just sit at a table and talk with the grandkids. Worth every penny.",5
110,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","Great product, very much recommended. Service at Best buy is always the best",5
111,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I bought 2 of these for gifts. I love my Echo and think the new one will be incredible too! After the holidays, I will buy one for myself!",5
112,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I can watch videos, check my security cameras, and grey two for a fantastic price",5
113,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","Dreams need topics, song lyrics scroll during song play, watch movies/trailers and etc. With it, if you can get it on sale, bought my for special deal at Best Buy for $129.99. not sure if the value is there at the regular price of$249.99. but it is very cool device.",4
114,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","information on weather, updates on music, events. Fun questions answered while working in kitchen. Good sound for a limited areaGreat sales assistance at Best Buy",5
115,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",bought for christmas present for son and family so we can communicate visually.,5
116,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","The Amazon echo is excellent. Easy to set up, and we now use it to automate the entire house from our air-conditioning thermostat to every light in the house with the Phillips hue bulbs. We went and got one for everyone in our family.",4
117,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I have both an Amazon Echo and Amazon Show and prefer the Show with the video screen. I use the Show to display recipes when cooking, lyrics to the music I’m listening to and video conferencing with my family. I like seeing headlines of stories scroll across the screen along with the t8me and temperature.",5
118,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I have only been using my Amazon Echo Show for a couple days now but it works great. The microphone picks up my voice very easily, the sound quality is great, and it looks nice sitting on my coffee table!",5
119,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","this echo show lets you see so much, great item for your home!",5
120,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",The Echo is very easy to use and has features that allow users to converse easily with others who may have a hard time learning how to communicate using newer videophone technology. This product removes those barriers.,5
121,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",I love my echo show I wish you could watch movies or tc shows or you tube so hopefully they will add that soon.,4
122,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Love all my Echo products and this one is exceptional as well. Was able to look in my house while away. Waiting for more update for access to apps in the future.,5
123,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","Little putsy so far, but there are continuous updates that I think will make this a great device to stay connected with family. Bought a second for my dad. Who knows, he might replace his land line someday if this gets better. I do think our original Echo is a bit better at responding, but I enjoy this one in the kitchen /aka hub of the house.",4
124,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","It's at its heart an echo, but having a screen on it, with 1000s of things to do with it make it a much easier recommendation over the simarly priced screenless echo plus",5
125,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Amazon - Echo Show is the best of all my Amazon products. I love the hands-free but able to see things on the screen.,5
126,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",I have 2 of these in my house work great I just bought 4 for Christmas gifts for my family,5
127,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","We love Alexa! Love being able to watch news briefings, seeing the lyrics to songs, and so much more! It's in our kitchen and we use it everyday!",5
128,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",The unit does a good job of playing music from Amazon music. It hears your voice very good although it gets confused at times when I tell it to turn on a particular lamp and I have to slowly pronunciate it. Like that the music shows the lyrics. Do need a family account on Amazon music to plan different music on different units in different rooms at the same time though.,5
129,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",It’s awesome being able to control the lighting and lots of other controls with this!,5
130,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I’m a big echo fan, so this seemed like a no brainer. I like it a lot, but I’m disappointed about google pulling YouTube functionality. I also feel like the original echo speaker sounded a little better and listened better with kitchen related background noise.",4
131,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I was jealous when our son showed us his Amazon Show and some of the things it was capable of doing. Since AOL eliminated Instant Messaging, my wife and I were less able to communicate because our offices are on separate floors. So we got two Shows and two Spots and now not only can intercom easily but use Alexa for music and many other things. We will probably start using some smart home devices which Alexa can also control. It's a fun device which seems to be getting better all the time.",5
132,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","We use this as a monitor for the amazon cloud camera! Works great we tell it to show us the camera ,and boom, there’s the video feed. Super easy to link our echo plus and the echo dot with the show!!",4
133,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",We use echo almost every day. It is fun to ask questions. The music is great. We check the weather and listen to NPRnews,5
134,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Love playing music and talking to Alexa and looking at my camera three the screen,5
135,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","I love the Echo Show and this is the 3rd one I have purchased (two were presents for family at Christmas). This one was for me. I love being able to hear music, connect with family via video and ask Alexa questions. Best purchase I could have made!",5
136,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware","Awesome sound which was unexpected. It's nice seeing info on the screen such as recipes, song lyrics, weather, etc.",4
137,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",I love the capability to see it on the screen and it allows me to not have to use my hands.,4
138,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Electronics,Hardware",Screen is really nice great for videos I would definetly recommend it,5
